Mes - año,#,Artista,Canción,Clasificación máxima,Semanas en top,Reproducciones
2020 ABRIL,2,Bad Bunny,Yo Perreo Sola,2,9,1376933
2020 ABRIL,3,"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",Elegí (feat. Dímelo Flow),3,5,1219773
2020 ABRIL,4,Camilo,Favorito,3,5,1192488
2020 ABRIL,5,"Bad Bunny, Sech",Ignorantes,1,11,1149154
2020 ABRIL,6,Bad Bunny,La Difícil,2,9,1144953
2020 ABRIL,7,"Feid, Justin Quiles",PORFA,7,15,1143733
2020 ABRIL,8,Rauw Alejandro,Tattoo,8,11,981884
2020 ABRIL,9,Myke Towers,Diosa,9,14,913842
2020 ABRIL,10,J Balvin,Rojo,10,9,906605
2020 ABRIL,11,"Bad Bunny, Daddy Yankee",La Santa,3,9,882909
2020 ABRIL,12,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Hola - Remix,2,26,875671
2020 ABRIL,13,"Arcángel, Sech, Dímelo Flow",Sigues Con El,2,20,853957
2020 ABRIL,14,"KAROL G, Nicki Minaj",Tusa,1,25,832702
2020 ABRIL,15,Bad Bunny,Si Veo a Tu Mamá,4,9,803283
2020 ABRIL,16,"Alex Rose, Rafa Pabön",Jangueo,16,23,772608
2020 ABRIL,17,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",El Efecto - Remix,17,20,772570
2020 ABRIL,18,Bad Bunny,A Tu Merced,10,9,753233
2020 ABRIL,19,Bad Bunny,Vete,2,23,738367
2020 ABRIL,20,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",La Jeepeta - Remix,20,1,702372
2020 ABRIL,21,Anuel AA,Keii,4,12,666056
2020 ABRIL,22,Tones And I,Dance Monkey,4,29,655379
2020 ABRIL,23,The Weeknd,Blinding Lights,23,18,647119
2020 ABRIL,24,"Lunay, Ozuna, Myke Towers, Chencho Corleone, Rauw Alejandro",La Cama (Remix),20,5,632131
2020 ABRIL,25,Myke Towers,Girl,4,14,614773
2020 ABRIL,26,J Balvin,Morado,16,16,583838
2020 ABRIL,27,"Arcángel, Sech, Romeo Santos",Sigues Con El - Remix,21,3,536284
2020 ABRIL,28,"Dalex, Lenny Tavárez, Anitta, NATTI NATASHA, Farruko, Justin Quiles",Bellaquita (Remix),11,23,535808
2020 ABRIL,29,J Balvin,Amarillo,21,6,532466
2020 ABRIL,30,Sech,Relación,30,4,531184
2020 ABRIL,31,"Bad Bunny, Duki, Pablo Chill-E",Hablamos Mañana,6,9,520452
2020 ABRIL,32,"Camilo, Evaluna Montaner",Por Primera Vez,29,7,509068
2020 ABRIL,33,Dua Lipa,Don't Start Now,24,26,508799
2020 ABRIL,34,"Rauw Alejandro, Farruko",Fantasias,1,35,498049
2020 ABRIL,35,"Rauw Alejandro, Anuel AA, NATTI NATASHA, Farruko, Lunay",Fantasias - Remix,25,8,484991
2020 ABRIL,36,"Daddy Yankee, Sech",Definitivamente,15,13,468553
2020 ABRIL,37,"Powfu, beabadoobee",death bed (coffee for your head),37,7,461982
2020 ABRIL,38,"Nicky Jam, Daddy Yankee",Muévelo,9,17,447285
2020 ABRIL,39,"KAROL G, Anuel AA",Follow,27,4,446144
2020 ABRIL,40,Travis Scott,SICKO MODE,40,1,444371
2020 ABRIL,41,"Tainy, Anuel AA, Ozuna",Adicto (with Anuel AA & Ozuna),1,36,442848
2020 ABRIL,42,"Casper Magico, Anuel AA",Sola & Vacía,32,2,436487
2020 ABRIL,43,"Lunay, Anuel AA, Ozuna",Aventura,1,27,435442
2020 ABRIL,44,"Shakira, Anuel AA",Me Gusta,10,16,432775
2020 ABRIL,45,"JHAYCO, J Balvin, Bad Bunny",No Me Conoce - Remix,2,50,422861
2020 ABRIL,46,"Dalex, Sech",Mejor,32,12,418446
2020 ABRIL,47,"El Alfa, Darell, Noriel",4K,43,7,416073
2020 ABRIL,48,"JHAYCO, Anuel AA, J Balvin",Medusa,25,12,404878
2020 ABRIL,49,"Bad Bunny, Yaviah",Bichiyal,12,9,387491
2020 ABRIL,50,"Camilo, Pedro Capó",Tutu,7,38,381974
2020 ABRIL,51,"Eladio Carrion, Zion & Lennox, Wisin & Yandel, Lunay",Mi Error - Remix,29,24,375945
2020 ABRIL,52,"Reik, Farruko, Camilo",Si Me Dices Que Sí,52,10,361657
2020 ABRIL,53,"SAINt JHN, Imanbek",Roses - Imanbek Remix,53,6,357827
2020 ABRIL,54,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",China,1,41,354992
2020 ABRIL,55,"Bad Bunny, Mora",Una Vez,17,9,354909
2020 ABRIL,56,"J Balvin, Bad Bunny",LA CANCIÓN,5,44,350193
2020 ABRIL,57,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,57,1,349895
2020 ABRIL,58,"Nicky Jam, Anuel AA",Whine Up,5,27,341382
2020 ABRIL,59,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",Quizas,3,32,339762
2020 ABRIL,60,Bad Bunny,Pero Ya No,8,9,333773
2020 ABRIL,61,Doja Cat,Say So,61,12,330332
2020 ABRIL,62,"Bad Bunny, Tainy",Callaita,1,48,328744
2020 ABRIL,63,Dua Lipa,Break My Heart,53,5,326777
2020 ABRIL,64,Travis Scott,goosebumps,64,1,322291
2020 ABRIL,65,Javiielo,Pa Los Gustos Los Colores,41,29,317225
2020 ABRIL,66,"Super Yei, Sammy Baby, Jone Quest, Myke Towers, Lenny Tavárez, Rafa Pabön",La Forma en Que Me Miras,64,90,311328
2020 ABRIL,67,"Justin Quiles, NATTI NATASHA, Farruko, Lenny Tavárez, Dalex, Zion","DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",20,34,311013
2020 ABRIL,68,Harry Nach,Tak Tiki Tak,68,15,307282
2020 ABRIL,69,Drake,Toosie Slide,66,4,307146
2020 ABRIL,70,"Myke Towers, Maluma, Farruko",La Playa - Remix,37,17,305725
2020 ABRIL,71,"Nio Garcia, Brray, Juanka",La Jeepeta,40,16,303092
2020 ABRIL,72,"Rauw Alejandro, Chencho Corleone",El Efecto,67,52,297812
2020 ABRIL,73,"Sebastian Yatra, Rauw Alejandro, Manuel Turizo",TBT,59,10,294409
2020 ABRIL,74,"Farruko, Beéle, NATTI NATASHA, Manuel Turizo",Loco - Remix,74,1,294159
2020 ABRIL,75,"KEVVO, Farruko, Chencho Corleone, Arcángel, Darell, Ñengo Flow, Brytiago, Myke Towers",105 F Remix,8,33,288710
2020 ABRIL,76,"Myke Towers, Farruko, Arcángel, Sech, Zion",Si Se Da - Remix,5,39,287431
2020 ABRIL,77,"Sech, Ozuna",Si Te Vas,6,31,286851
2020 ABRIL,78,"Arcángel, Bad Bunny",Infeliz,17,19,284255
2020 ABRIL,79,Noriel,Piropo,23,27,280685
2020 ABRIL,80,"Bad Bunny, Ñengo Flow",Que Malo,17,9,270855
2020 ABRIL,81,Bad Bunny,Soliá,14,9,267632
2020 ABRIL,82,Travis Scott,HIGHEST IN THE ROOM,82,4,266424
2020 ABRIL,83,Roddy Ricch,The Box,62,15,265906
2020 ABRIL,84,Myke Towers,Piensan,15,33,265735
2020 ABRIL,85,"Nio Garcia, Bryant Myers, Lenny Tavárez, Miky Woodz, Jay Wheeler",Nocturna - Remix,80,9,264990
2020 ABRIL,86,"Dalex, Sech, Justin Quiles",Perfume,59,8,262236
2020 ABRIL,87,"Black Eyed Peas, J Balvin",RITMO (Bad Boys For Life),6,29,257302
2020 ABRIL,88,"JHAYCO, Wisin & Yandel",Imaginaste - Remix,28,26,256919
2020 ABRIL,89,"Cauty, Lenny Tavarez, Jay Wheeler, Noriel, Alex Rose",Lloras - Remix,89,9,256881
2020 ABRIL,90,"Ir Sais, Rauw Alejandro",Dream Girl - Remix,64,17,254971
2020 ABRIL,91,Camilo,La Difícil,65,17,254751
2020 ABRIL,92,"Lunay, Daddy Yankee, Bad Bunny",Soltera (Remix),2,51,249281
2020 ABRIL,93,"Nio Garcia, Rauw Alejandro, Lenny Tavárez, Myke Towers, Casper Magico, Darell",Mírame - Remix,18,41,248490
2020 ABRIL,94,"Rvssian, Darell, Zion & Lennox, Myke Towers",B11 (feat. Myke Towers),15,32,242132
2020 ABRIL,95,Bad Bunny,25/8,21,9,239518
2020 ABRIL,96,KHEA,Dónde Estás,69,11,237852
2020 ABRIL,97,"Rauw Alejandro, Myke Towers, Sky Rompiendo",Ponte Pa' Mi,92,2,236893
2020 ABRIL,98,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",Perreo en La Luna,23,29,236819
2020 ABRIL,99,"Lenny Tavárez, Justin Quiles",La Pared 360,91,12,235699
2020 ABRIL,100,DripReport,Skechers,95,3,235168
2020 MAYO,1,"JHAYCO, Bad Bunny",CÓMO SE SIENTE - Remix,1,2,1410608
2020 MAYO,2,Bad Bunny,Yo Perreo Sola,2,12,1173298
2020 MAYO,3,Bad Bunny,BYE ME FUI,2,2,1144515
2020 MAYO,4,"Bad Bunny, Jowell & Randy, Ñengo Flow",Safaera,1,12,1125722
2020 MAYO,5,"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",Elegí (feat. Dímelo Flow),3,8,1082632
2020 MAYO,6,"Bad Bunny, Zion & Lennox",MÁS DE UNA CITA,3,2,1065307
2020 MAYO,7,"Bad Bunny, Nicky Jam",BAD CON NICKY,4,2,1026478
2020 MAYO,8,"Feid, Justin Quiles",PORFA,4,18,1024832
2020 MAYO,9,Bad Bunny,La Difícil,2,12,947982
2020 MAYO,10,"Yandel, Bad Bunny",CANCIÓN CON YANDEL,6,2,940269
2020 MAYO,11,"Bad Bunny, Sech",Ignorantes,1,14,915153
2020 MAYO,12,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",La Jeepeta - Remix,12,4,881258
2020 MAYO,13,Camilo,Favorito,3,8,874359
2020 MAYO,14,J Balvin,Rojo,8,12,846033
2020 MAYO,15,"Bad Bunny, Don Omar",PA' ROMPERLA,7,2,814539
2020 MAYO,16,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",El Efecto - Remix,13,23,780897
2020 MAYO,17,Myke Towers,Diosa,9,17,758112
2020 MAYO,18,Rauw Alejandro,Tattoo,8,14,751363
2020 MAYO,19,"Bad Bunny, Daddy Yankee",La Santa,3,12,732891
2020 MAYO,20,"Arcángel, Sech, Dímelo Flow",Sigues Con El,2,23,702969
2020 MAYO,21,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Hola - Remix,2,29,662629
2020 MAYO,22,Bad Bunny,Si Veo a Tu Mamá,4,12,660502
2020 MAYO,23,"Alex Rose, Rafa Pabön",Jangueo,16,26,647205
2020 MAYO,24,The Weeknd,Blinding Lights,22,21,635920
2020 MAYO,25,"KAROL G, Nicki Minaj",Tusa,1,28,621578
2020 MAYO,26,Bad Bunny,A Tu Merced,10,12,620025
2020 MAYO,27,Bad Bunny,Vete,2,26,615997
2020 MAYO,28,Sech,Relación,28,7,602734
2020 MAYO,29,Bad Bunny,BENDICIONES,15,2,564655
2020 MAYO,30,Anuel AA,Keii,4,15,532501
2020 MAYO,31,"Lunay, Ozuna, Myke Towers, Chencho Corleone, Rauw Alejandro",La Cama (Remix),20,8,525622
2020 MAYO,32,Tones And I,Dance Monkey,4,32,508225
2020 MAYO,33,J Balvin,Morado,16,19,500123
2020 MAYO,34,Myke Towers,Girl,4,17,493363
2020 MAYO,35,"Dalex, Lenny Tavárez, Anitta, NATTI NATASHA, Farruko, Justin Quiles",Bellaquita (Remix),11,26,464093
2020 MAYO,36,Paloma Mami,Goteo,21,3,461979
2020 MAYO,37,"Casper Magico, Anuel AA",Sola & Vacía,32,5,453726
2020 MAYO,38,Bad Bunny,RONCA FREESTYLE,24,2,436851
2020 MAYO,39,"Rauw Alejandro, Farruko",Fantasias,1,38,431836
2020 MAYO,40,"Arcángel, Sech, Romeo Santos",Sigues Con El - Remix,21,6,431233
2020 MAYO,41,Dua Lipa,Don't Start Now,24,29,419512
2020 MAYO,42,"Cali Y El Dandee, Sebastian Yatra",Locura,42,2,419132
2020 MAYO,43,Bad Bunny,SI ELLA SALE,18,2,416123
2020 MAYO,44,"Powfu, beabadoobee",death bed (coffee for your head),37,10,413624
2020 MAYO,45,J Balvin,Amarillo,21,9,412143
2020 MAYO,46,"Bad Bunny, Gabriela",EN CASITA,28,2,403881
2020 MAYO,47,Harry Nach,Tak Tiki Tak,47,18,403751
2020 MAYO,48,"Daddy Yankee, Sech",Definitivamente,15,16,399301
2020 MAYO,49,"JHAYCO, J Balvin, Bad Bunny",No Me Conoce - Remix,2,53,393911
2020 MAYO,50,"Rauw Alejandro, Anuel AA, NATTI NATASHA, Farruko, Lunay",Fantasias - Remix,25,11,393875
2020 MAYO,51,"Tainy, Anuel AA, Ozuna",Adicto (with Anuel AA & Ozuna),1,39,381452
2020 MAYO,52,"Bad Bunny, Duki, Pablo Chill-E",Hablamos Mañana,6,12,366200
2020 MAYO,53,"Camilo, Evaluna Montaner",Por Primera Vez,29,10,352707
2020 MAYO,54,"Nicky Jam, Daddy Yankee",Muévelo,9,20,349280
2020 MAYO,55,"Eladio Carrion, Zion & Lennox, Wisin & Yandel, Lunay",Mi Error - Remix,29,27,345443
2020 MAYO,56,"Lunay, Anuel AA, Ozuna",Aventura,1,30,340242
2020 MAYO,57,"Reik, Farruko, Camilo",Si Me Dices Que Sí,52,13,333408
2020 MAYO,58,"J Balvin, Bad Bunny",LA CANCIÓN,5,47,332293
2020 MAYO,59,"Dalex, Sech",Mejor,32,15,326708
2020 MAYO,60,"KAROL G, Anuel AA",Follow,27,7,319113
2020 MAYO,61,"SAINt JHN, Imanbek",Roses - Imanbek Remix,51,9,318037
2020 MAYO,62,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",China,1,44,314603
2020 MAYO,63,"Ñengo Flow, Anuel AA",Sur y Norte,63,1,308680
2020 MAYO,64,"Bad Bunny, Tainy",Callaita,1,51,304992
2020 MAYO,65,"Justin Quiles, Daddy Yankee, El Alfa",PAM,53,3,300723
2020 MAYO,66,"Bad Bunny, Yaviah",Bichiyal,12,12,296037
2020 MAYO,67,"Super Yei, Sammy Baby, Jone Quest, Myke Towers, Lenny Tavárez, Rafa Pabön",La Forma en Que Me Miras,64,93,294927
2020 MAYO,68,"Rauw Alejandro, Chencho Corleone",El Efecto,67,55,293875
2020 MAYO,69,"Ovy On The Drums, Beéle",Inolvidable,69,5,293099
2020 MAYO,70,"Ir Sais, Rauw Alejandro",Dream Girl - Remix,64,20,290641
2020 MAYO,71,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",Quizas,3,35,289053
2020 MAYO,72,"Camilo, Pedro Capó",Tutu,7,41,286755
2020 MAYO,73,"Shakira, Anuel AA",Me Gusta,10,19,285308
2020 MAYO,74,"Farruko, Beéle, NATTI NATASHA, Manuel Turizo",Loco - Remix,72,4,284035
2020 MAYO,75,"Bad Bunny, Mora",Una Vez,17,12,283299
2020 MAYO,76,Dua Lipa,Break My Heart,53,8,276578
2020 MAYO,77,"Justin Quiles, NATTI NATASHA, Farruko, Lenny Tavárez, Dalex, Zion","DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",20,37,274241
2020 MAYO,78,J Balvin,Azul,52,9,272444
2020 MAYO,79,"Myke Towers, Maluma, Farruko",La Playa - Remix,37,20,268083
2020 MAYO,80,"JHAYCO, Anuel AA, J Balvin",Medusa,25,15,267911
2020 MAYO,81,"El Alfa, Darell, Noriel",4K,43,10,267514
2020 MAYO,82,Drake,Toosie Slide,57,7,265588
2020 MAYO,83,"Nicky Jam, Anuel AA",Whine Up,5,30,265509
2020 MAYO,84,Juanka,Tus Besos,84,4,262559
2020 MAYO,85,"Cauty, Lenny Tavarez, Jay Wheeler, Noriel, Alex Rose",Lloras - Remix,83,12,261748
2020 MAYO,86,Bad Bunny,Pero Ya No,8,12,254882
2020 MAYO,87,Juanfran,Como Llora,87,3,254042
2020 MAYO,88,Doja Cat,Say So,61,15,252723
2020 MAYO,89,"Sech, Ozuna",Si Te Vas,6,34,252520
2020 MAYO,90,"Arcángel, Bad Bunny",Infeliz,17,22,249466
2020 MAYO,91,Residente,Antes Que el Mundo Se Acabe,91,1,244339
2020 MAYO,92,"KEVVO, Farruko, Chencho Corleone, Arcángel, Darell, Ñengo Flow, Brytiago, Myke Towers",105 F Remix,8,36,242309
2020 MAYO,93,"Myke Towers, Farruko, Arcángel, Sech, Zion",Si Se Da - Remix,5,42,234380
2020 MAYO,94,Noriel,Piropo,23,30,232985
2020 MAYO,95,"Lunay, Daddy Yankee, Bad Bunny",Soltera (Remix),2,54,228596
2020 MAYO,96,"Nio Garcia, Rauw Alejandro, Lenny Tavárez, Myke Towers, Casper Magico, Darell",Mírame - Remix,18,44,226514
2020 MAYO,97,Javiielo,Pa Los Gustos Los Colores,41,32,225797
2020 MAYO,98,"JHAYCO, Wisin & Yandel",Imaginaste - Remix,28,29,223654
2020 MAYO,99,"Bad Bunny, Ñengo Flow",Que Malo,17,12,222677
2020 MAYO,100,"Rauw Alejandro, Myke Towers, Sky Rompiendo",Ponte Pa' Mi,92,5,222267
2020 JUNIO,1,"JHAYCO, Bad Bunny",CÓMO SE SIENTE - Remix,1,5,1311979
2020 JUNIO,2,"Anuel AA, Bad Bunny",Hasta Que Dios Diga,1,2,1296134
2020 JUNIO,3,"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",Elegí (feat. Dímelo Flow),3,11,1106827
2020 JUNIO,4,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",La Jeepeta - Remix,4,7,1034643
2020 JUNIO,5,"Bad Bunny, Jowell & Randy, Ñengo Flow",Safaera,1,15,1012214
2020 JUNIO,6,"Feid, Justin Quiles",PORFA,4,21,962820
2020 JUNIO,7,Sech,Relación,7,10,932625
2020 JUNIO,8,Bad Bunny,Yo Perreo Sola,2,15,926805
2020 JUNIO,9,Harry Nach,Tak Tiki Tak,9,21,783142
2020 JUNIO,10,Bad Bunny,La Difícil,2,15,758005
2020 JUNIO,11,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",El Efecto - Remix,11,26,756171
2020 JUNIO,12,J Balvin,Rojo,8,15,751212
2020 JUNIO,13,"Bad Bunny, Nicky Jam",BAD CON NICKY,4,5,734447
2020 JUNIO,14,Camilo,Favorito,3,11,715224
2020 JUNIO,15,Bad Bunny,BYE ME FUI,2,5,699236
2020 JUNIO,16,Myke Towers,Diosa,9,20,687777
2020 JUNIO,17,Rauw Alejandro,Tattoo,8,17,668945
2020 JUNIO,18,The Weeknd,Blinding Lights,18,24,653832
2020 JUNIO,19,"Bad Bunny, Sech",Ignorantes,1,17,639125
2020 JUNIO,20,"Bad Bunny, Zion & Lennox",MÁS DE UNA CITA,3,5,617519
2020 JUNIO,21,"Bad Bunny, Daddy Yankee",La Santa,3,15,614404
2020 JUNIO,22,Anuel AA,Reggaetonera,8,2,612836
2020 JUNIO,23,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Hola - Remix,2,32,612228
2020 JUNIO,24,"Alex Rose, Rafa Pabön",Jangueo,16,29,600923
2020 JUNIO,25,"Arcángel, Sech, Dímelo Flow",Sigues Con El,2,26,583472
2020 JUNIO,26,"Yandel, Bad Bunny",CANCIÓN CON YANDEL,6,5,557730
2020 JUNIO,27,"KAROL G, Nicki Minaj",Tusa,1,31,539636
2020 JUNIO,28,"Anuel AA, Tego Calderón",Jangueo,9,2,515178
2020 JUNIO,29,"Lunay, Ozuna, Myke Towers, Chencho Corleone, Rauw Alejandro",La Cama (Remix),20,11,478694
2020 JUNIO,30,Bad Bunny,A Tu Merced,10,15,471935
2020 JUNIO,31,Anuel AA,Keii,4,18,454670
2020 JUNIO,32,Bad Bunny,Si Veo a Tu Mamá,4,15,442891
2020 JUNIO,33,Tones And I,Dance Monkey,4,35,440751
2020 JUNIO,34,"Bad Bunny, Don Omar",PA' ROMPERLA,7,5,432687
2020 JUNIO,35,Bad Bunny,Vete,2,29,432227
2020 JUNIO,36,J Balvin,Morado,16,22,431657
2020 JUNIO,37,"Cali Y El Dandee, Sebastian Yatra",Locura,33,5,430628
2020 JUNIO,38,Myke Towers,Girl,4,20,427186
2020 JUNIO,39,"ROSALÍA, Travis Scott",TKN (feat. Travis Scott),39,2,422519
2020 JUNIO,40,"Ovy On The Drums, Beéle",Inolvidable,40,8,412818
2020 JUNIO,41,"Sech, Daddy Yankee",Confía,30,3,403659
2020 JUNIO,42,"Arcángel, Sech, Romeo Santos",Sigues Con El - Remix,21,9,398309
2020 JUNIO,43,"Rauw Alejandro, Farruko",Fantasias,1,41,392445
2020 JUNIO,44,"Tainy, Anuel AA, Ozuna",Adicto (with Anuel AA & Ozuna),1,42,374903
2020 JUNIO,45,"Dalex, Lenny Tavárez, Anitta, NATTI NATASHA, Farruko, Justin Quiles",Bellaquita (Remix),11,29,369353
2020 JUNIO,46,"Rauw Alejandro, Anuel AA, NATTI NATASHA, Farruko, Lunay",Fantasias - Remix,25,14,354656
2020 JUNIO,47,"Casper Magico, Anuel AA",Sola & Vacía,32,8,353801
2020 JUNIO,48,"Anuel AA, Daddy Yankee, KAROL G, Ozuna, J Balvin",China,1,47,350026
2020 JUNIO,49,J Balvin,Amarillo,21,12,348176
2020 JUNIO,50,"JHAYCO, J Balvin, Bad Bunny",No Me Conoce - Remix,2,56,347603
2020 JUNIO,51,"Powfu, beabadoobee",death bed (coffee for your head),37,13,333900
2020 JUNIO,52,Anuel AA,Narcos,29,2,332702
2020 JUNIO,53,"Eladio Carrion, Zion & Lennox, Wisin & Yandel, Lunay",Mi Error - Remix,29,30,330082
2020 JUNIO,54,"Reik, Farruko, Camilo",Si Me Dices Que Sí,52,16,327858
2020 JUNIO,55,Juanka,Tus Besos,55,7,325009
2020 JUNIO,56,"Ir Sais, Rauw Alejandro",Dream Girl - Remix,56,23,322681
2020 JUNIO,57,"Daddy Yankee, Sech",Definitivamente,15,19,316460
2020 JUNIO,58,Dua Lipa,Don't Start Now,24,32,313721
2020 JUNIO,59,"Super Yei, Sammy Baby, Jone Quest, Myke Towers, Lenny Tavárez, Rafa Pabön",La Forma en Que Me Miras,59,96,311249
2020 JUNIO,60,"Camilo, Evaluna Montaner",Por Primera Vez,29,13,309504
2020 JUNIO,61,"Justin Quiles, Daddy Yankee, El Alfa",PAM,53,6,308773
2020 JUNIO,62,"Dalex, Sech",Mejor,32,18,308209
2020 JUNIO,63,Paloma Mami,Goteo,21,6,298360
2020 JUNIO,64,"Rauw Alejandro, Chencho Corleone",El Efecto,64,58,295759
2020 JUNIO,65,"SAINt JHN, Imanbek",Roses - Imanbek Remix,51,12,295491
2020 JUNIO,66,"Anuel AA, Bad Bunny",Así Soy Yo,28,2,292694
2020 JUNIO,67,"J Balvin, Bad Bunny",LA CANCIÓN,5,50,291338
2020 JUNIO,68,J Balvin,Azul,52,12,287918
2020 JUNIO,69,"Nicky Jam, Daddy Yankee",Muévelo,9,23,287510
2020 JUNIO,70,"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),28,3,284582
2020 JUNIO,71,"Anuel AA, Enrique Iglesias",Fútbol & Rumba (feat. Enrique Iglesias),33,2,281081
2020 JUNIO,72,"Bad Bunny, Duki, Pablo Chill-E",Hablamos Mañana,6,15,277105
2020 JUNIO,73,"KAROL G, Anuel AA",Follow,27,10,274783
2020 JUNIO,74,"Bad Bunny, Tainy",Callaita,1,54,269967
2020 JUNIO,75,Drake,Toosie Slide,57,10,262909
2020 JUNIO,76,Anuel AA,El Manual,45,2,261816
2020 JUNIO,77,"Lunay, Anuel AA, Ozuna",Aventura,1,33,258909
2020 JUNIO,78,"El Alfa, Darell, Noriel",4K,43,13,256667
2020 JUNIO,79,"Camilo, Pedro Capó",Tutu,7,44,256461
2020 JUNIO,80,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",Quizas,3,38,255726
2020 JUNIO,81,"Farruko, Beéle, NATTI NATASHA, Manuel Turizo",Loco - Remix,72,7,253419
2020 JUNIO,82,"Cauty, Lenny Tavarez, Jay Wheeler, Noriel, Alex Rose",Lloras - Remix,80,15,252551
2020 JUNIO,83,Manuel Turizo,Quiéreme Mientras Se Pueda,83,6,249162
2020 JUNIO,84,Bad Bunny,BENDICIONES,15,5,248399
2020 JUNIO,85,"Bad Bunny, Yaviah",Bichiyal,12,15,247531
2020 JUNIO,86,"Anuel AA, Farruko, Zion",Que Se Joda,31,2,241674
2020 JUNIO,87,"Myke Towers, Maluma, Farruko",La Playa - Remix,37,23,240293
2020 JUNIO,88,Juanfran,Como Llora,87,6,235918
2020 JUNIO,89,"Nicky Jam, Anuel AA",Whine Up,5,33,231920
2020 JUNIO,90,"Justin Quiles, NATTI NATASHA, Farruko, Lenny Tavárez, Dalex, Zion","DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",20,40,228384
2020 JUNIO,91,"Rauw Alejandro, Myke Towers, Sky Rompiendo",Ponte Pa' Mi,91,8,228233
2020 JUNIO,92,"Bad Bunny, Mora",Una Vez,17,15,227275
2020 JUNIO,93,"Nio Garcia, Rauw Alejandro, Lenny Tavárez, Myke Towers, Casper Magico, Darell",Mírame - Remix,18,47,223215
2020 JUNIO,94,"Arcángel, Bad Bunny",Infeliz,17,25,222437
2020 JUNIO,95,"Anuel AA, Mariah Angeliq",Bandido,49,2,218467
2020 JUNIO,96,Dua Lipa,Break My Heart,53,11,215471
2020 JUNIO,97,"JHAYCO, Anuel AA, J Balvin",Medusa,25,18,215196
2020 JUNIO,98,"Myke Towers, Farruko, Arcángel, Sech, Zion",Si Se Da - Remix,5,45,215149
2020 JUNIO,99,Doja Cat,Say So,61,18,213791
2020 JUNIO,100,"Nio Garcia, Bryant Myers, Lenny Tavárez, Miky Woodz, Jay Wheeler",Nocturna - Remix,80,15,213550
2020 JULIO ,1,"Jay Wheeler, DJ Nelson, Myke Towers",La Curiosidad,1,3,1320131
2020 JULIO ,2,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",La Jeepeta - Remix,1,10,1244657
2020 JULIO ,3,"Anuel AA, Bad Bunny",Hasta Que Dios Diga,1,5,1111867
2020 JULIO ,4,"JHAYCO, Bad Bunny",CÓMO SE SIENTE - Remix,1,8,1093756
2020 JULIO ,5,Sech,Relación,4,13,1065390
2020 JULIO ,6,"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",Elegí (feat. Dímelo Flow),3,14,995214
2020 JULIO ,7,"Feid, Justin Quiles",PORFA,4,24,866922
2020 JULIO ,8,Harry Nach,Tak Tiki Tak,8,24,831639
2020 JULIO ,9,"Bad Bunny, Jowell & Randy, Ñengo Flow",Safaera,1,18,819514
2020 JULIO ,10,Bad Bunny,Yo Perreo Sola,2,18,760076
2020 JULIO ,11,Ozuna,Caramelo,11,3,744613
2020 JULIO ,12,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",El Efecto - Remix,11,29,705108
2020 JULIO ,13,Anuel AA,Reggaetonera,8,5,675983
2020 JULIO ,14,J Balvin,Rojo,8,18,660430
2020 JULIO ,15,The Weeknd,Blinding Lights,13,27,652769
2020 JULIO ,16,Bad Bunny,La Difícil,2,18,629058
2020 JULIO ,17,Camilo,Favorito,3,14,606200
2020 JULIO ,18,Myke Towers,Diosa,9,23,580258
2020 JULIO ,19,Rauw Alejandro,Tattoo,8,20,572542
